Candidate_ID,Model,Prompt_level,Precision,Recall,F1,F3,Processor
langfuse_export/2025/07.30_abla-og-phi4/exported_valid_code/psg/psg_0f23a588_abla-og-phi4.py,phi4,original,0.8740211725234985,0.8202604055404663,0.8462878465652466,0.8253369927406311,psg
langfuse_export/2025/07.30_abla-og-phi4/exported_valid_code/psg/psg_1b55cd0f_abla-og-phi4.py,phi4,original,0.8917254209518433,0.8319510817527771,0.8608018755912781,0.8375654816627502,psg
langfuse_export/2025/07.30_abla-og-phi4/exported_valid_code/psg/psg_1c24c385_abla-og-phi4.py,phi4,original,0.8850381970405579,0.8154760599136353,0.8488343358039856,0.821936309337616,psg
langfuse_export/2025/07.30_abla-og-phi4/exported_valid_code/psg/psg_3169519b_abla-og-phi4.py,phi4,original,0.8976140022277832,0.8197143077850342,0.8568973541259766,0.8268905282020569,psg
langfuse_export/2025/07.30_abla-og-phi4/exported_valid_code/psg/psg_5074eec8_abla-og-phi4.py,phi4,original,0.8748754858970642,0.7895805835723877,0.8300425410270691,0.7973542213439941,psg
langfuse_export/2025/07.30_abla-og-phi4/exported_valid_code/psg/psg_59566d9a_abla-og-phi4.py,phi4,original,0.8398072123527527,0.4859711527824402,0.615671694278717,0.5073471665382385,psg
langfuse_export/2025/07.30_abla-og-phi4/exported_valid_code/psg/psg_5c842f26_abla-og-phi4.py,phi4,original,0.9048894643783568,0.8268005847930908,0.8640843629837036,0.8339977860450745,psg
langfuse_export/2025/07.30_abla-og-phi4/exported_valid_code/psg/psg_7a05fb0d_abla-og-phi4.py,phi4,original,0.8951793313026428,0.7746864557266235,0.8305856585502625,0.7852562069892883,psg
langfuse_export/2025/07.30_abla-og-phi4/exported_valid_code/psg/psg_8c806a7e_abla-og-phi4.py,phi4,original,0.8512308597564697,0.7891806364059448,0.8190321922302246,0.7949755191802979,psg
langfuse_export/2025/07.30_abla-og-phi4/exported_valid_code/psg/psg_90f0dc15_abla-og-phi4.py,phi4,original,0.8935909867286682,0.8270885944366455,0.8590547442436218,0.8332901000976562,psg
langfuse_export/2025/07.30_abla-og-phi4/exported_valid_code/psg/psg_a0cf0eef_abla-og-phi4.py,phi4,original,0.8394019603729248,0.7842918038368225,0.8109117150306702,0.7894750237464905,psg
langfuse_export/2025/07.30_abla-og-phi4/exported_valid_code/psg/psg_c4593086_abla-og-phi4.py,phi4,original,0.9095306396484376,0.8533381819725037,0.880538821220398,0.8586429953575134,psg
langfuse_export/2025/07.30_abla-og-phi4/exported_valid_code/psg/psg_c8023795_abla-og-phi4.py,phi4,original,0.8557109236717224,0.8178756237030029,0.8363655805587769,0.8215078711509705,psg
langfuse_export/2025/07.30_abla-og-phi4/exported_valid_code/psg/psg_e043c086_abla-og-phi4.py,phi4,original,0.793866753578186,0.5097620487213135,0.6208564043045044,0.5286821722984314,psg
langfuse_export/2025/07.30_abla-og-phi4/exported_valid_code/psg/psg_e79675f6_abla-og-phi4.py,phi4,original,0.8920400142669678,0.8334977626800537,0.861775815486908,0.8390039205551147,psg
langfuse_export/2025/07.30_abla-og-phi4/exported_valid_code/psg/psg_ea053ed4_abla-og-phi4.py,phi4,original,0.8955073952674866,0.8358583450317383,0.8646553754806519,0.8414633274078369,psg
langfuse_export/2025/07.30_abla-og-phi4/exported_valid_code/psg/psg_f27c4644_abla-og-phi4.py,phi4,original,0.8585783243179321,0.7885960340499878,0.8221005201339722,0.7950766682624817,psg
langfuse_export/2025/07.30_abla-og-phi4/exported_valid_code/psg/psg_f72b2529_abla-og-phi4.py,phi4,original,0.8965827226638794,0.8451157808303833,0.8700888156890869,0.8499950170516968,psg
langfuse_export/2025/07.31_abla-og-qw32-psg/exported_valid_code/psg/psg_0e9893b9_abla-og-qw32-psg.py,qw32,original,0.8780498504638672,0.8449957966804504,0.8612058162689209,0.8481888175010681,psg
langfuse_export/2025/07.31_abla-og-qw32-psg/exported_valid_code/psg/psg_28ac1b69_abla-og-qw32-psg.py,qw32,original,0.8866289258003235,0.8349037766456604,0.8599892258644104,0.8398030400276184,psg
langfuse_export/2025/07.31_abla-og-qw32-psg/exported_valid_code/psg/psg_32055c79_abla-og-qw32-psg.py,qw32,original,0.9043631553649902,0.8286744356155396,0.8648659586906433,0.8356683850288391,psg
langfuse_export/2025/07.31_abla-og-qw32-psg/exported_valid_code/psg/psg_437e7e5a_abla-og-qw32-psg.py,qw32,original,0.8864675760269165,0.8444179892539978,0.8649320602416992,0.848442554473877,psg
langfuse_export/2025/07.31_abla-og-qw32-psg/exported_valid_code/psg/psg_547e277f_abla-og-qw32-psg.py,qw32,original,0.8699897527694702,0.7995457649230957,0.8332816362380981,0.8060726523399353,psg
langfuse_export/2025/07.31_abla-og-qw32-psg/exported_valid_code/psg/psg_552935a5_abla-og-qw32-psg.py,qw32,original,0.894060492515564,0.8245256543159485,0.8578863739967346,0.8309886455535889,psg
langfuse_export/2025/07.31_abla-og-qw32-psg/exported_valid_code/psg/psg_60a4a2c5_abla-og-qw32-psg.py,qw32,original,0.8994325995445251,0.8356326818466187,0.8663596510887146,0.8416024446487427,psg
langfuse_export/2025/07.31_abla-og-qw32-psg/exported_valid_code/psg/psg_69f5b3ec_abla-og-qw32-psg.py,qw32,original,0.8907470703125,0.8450291156768799,0.867285966873169,0.8493886590003967,psg
langfuse_export/2025/07.31_abla-og-qw32-psg/exported_valid_code/psg/psg_6eab045c_abla-og-qw32-psg.py,qw32,original,0.8964129090309143,0.825393557548523,0.8594385385513306,0.8319850564002991,psg
langfuse_export/2025/07.31_abla-og-qw32-psg/exported_valid_code/psg/psg_717c04c8_abla-og-qw32-psg.py,qw32,original,0.8779482841491699,0.8471797704696655,0.8622896075248718,0.850159227848053,psg
langfuse_export/2025/07.31_abla-og-qw32-psg/exported_valid_code/psg/psg_778913e5_abla-og-qw32-psg.py,qw32,original,0.8986302018165588,0.8230848908424377,0.8592001795768738,0.830062985420227,psg
langfuse_export/2025/07.31_abla-og-qw32-psg/exported_valid_code/psg/psg_896544b2_abla-og-qw32-psg.py,qw32,original,0.9080756902694702,0.820423424243927,0.862027108669281,0.8284198641777039,psg
langfuse_export/2025/07.31_abla-og-qw32-psg/exported_valid_code/psg/psg_8fb2e279_abla-og-qw32-psg.py,qw32,original,0.8773674964904785,0.8205251097679138,0.8479947447776794,0.8258757591247559,psg
langfuse_export/2025/07.31_abla-og-qw32-psg/exported_valid_code/psg/psg_9a73c42e_abla-og-qw32-psg.py,qw32,original,0.9006328582763672,0.8303587436676025,0.8640693426132202,0.8368887901306152,psg
langfuse_export/2025/07.31_abla-og-qw32-psg/exported_valid_code/psg/psg_c0004393_abla-og-qw32-psg.py,qw32,original,0.9074020385742188,0.8205305933952332,0.8617825508117676,0.8284619450569153,psg
langfuse_export/2025/07.31_abla-og-qw32-psg/exported_valid_code/psg/psg_c52521ae_abla-og-qw32-psg.py,qw32,original,0.8811376690864563,0.8343973755836487,0.857130765914917,0.8388469815254211,psg
langfuse_export/2025/07.31_abla-og-qw32-psg/exported_valid_code/psg/psg_ed2c6bb7_abla-og-qw32-psg.py,qw32,original,0.9028104543685912,0.8296828269958496,0.8647032976150513,0.836458146572113,psg
