Candidate_ID,Model,Precision,Recall,F1,F3,Processor,prompt_level
langfuse_export/2026/02.03_gpt5-mpu/exported_valid_code/psg/psg_02ee4d22_gpt5-mpu.py,gpt-5,0.7922946810722351,0.8677104711532593,0.8282895088195801,0.8595289587974548,psg,original
langfuse_export/2026/02.03_gpt5-mpu/exported_valid_code/psg/psg_06decec2_gpt5-mpu.py,gpt-5,0.7844812870025635,0.8736178278923035,0.8266535997390747,0.8638029098510742,psg,original
langfuse_export/2026/02.03_gpt5-mpu/exported_valid_code/psg/psg_130f3a1e_gpt5-mpu.py,gpt-5,0.7849806547164917,0.8761379718780518,0.8280580639839172,0.8660805225372314,psg,original
langfuse_export/2026/02.03_gpt5-mpu/exported_valid_code/psg/psg_1d7ddd9c_gpt5-mpu.py,gpt-5,0.7809998989105225,0.8644670248031616,0.8206165432929993,0.8553259372711182,psg,original
langfuse_export/2026/02.03_gpt5-mpu/exported_valid_code/psg/psg_2c2a2293_gpt5-mpu.py,gpt-5,0.7773381471633911,0.8716167211532593,0.8217822313308716,0.861172080039978,psg,original
langfuse_export/2026/02.03_gpt5-mpu/exported_valid_code/psg/psg_2cea11ed_gpt5-mpu.py,gpt-5,0.7739917635917664,0.8719496130943298,0.8200557231903076,0.8610520362854004,psg,original
langfuse_export/2026/02.03_gpt5-mpu/exported_valid_code/psg/psg_32ab2919_gpt5-mpu.py,gpt-5,0.7740029692649841,0.8705124855041504,0.8194258213043213,0.8597918152809143,psg,original
langfuse_export/2026/02.03_gpt5-mpu/exported_valid_code/psg/psg_34f1cb61_gpt5-mpu.py,gpt-5,0.7833504676818848,0.8744500875473022,0.8263972401618958,0.8643975853919983,psg,original
langfuse_export/2026/02.03_gpt5-mpu/exported_valid_code/psg/psg_3ddffe40_gpt5-mpu.py,gpt-5,0.7875182032585144,0.8707846403121948,0.8270609974861145,0.8616739511489868,psg,original
langfuse_export/2026/02.03_gpt5-mpu/exported_valid_code/psg/psg_58c95614_gpt5-mpu.py,gpt-5,0.7861728668212891,0.8768634796142578,0.8290453553199768,0.8668636083602905,psg,original
langfuse_export/2026/02.03_gpt5-mpu/exported_valid_code/psg/psg_5e457efb_gpt5-mpu.py,gpt-5,0.8035991191864014,0.8622958064079285,0.831913411617279,0.8560430407524109,psg,original
langfuse_export/2026/02.03_gpt5-mpu/exported_valid_code/psg/psg_5e54134f_gpt5-mpu.py,gpt-5,0.7969733476638794,0.8721150755882263,0.8328527808189392,0.8639692068099976,psg,original
langfuse_export/2026/02.03_gpt5-mpu/exported_valid_code/psg/psg_61b64920_gpt5-mpu.py,gpt-5,0.7838641405105591,0.8637914657592773,0.8218892216682434,0.8550726175308228,psg,original
langfuse_export/2026/02.03_gpt5-mpu/exported_valid_code/psg/psg_6dc35e5e_gpt5-mpu.py,gpt-5,0.7977213859558105,0.8730154037475586,0.8336717486381531,0.8648524284362793,psg,original
langfuse_export/2026/02.03_gpt5-mpu/exported_valid_code/psg/psg_769b6961_gpt5-mpu.py,gpt-5,0.7879026532173157,0.8730517625808716,0.828294575214386,0.8637174963951111,psg,original
langfuse_export/2026/02.03_gpt5-mpu/exported_valid_code/psg/psg_7fd470c2_gpt5-mpu.py,gpt-5,0.7972812652587891,0.8644046783447266,0.8294872045516968,0.8571879863739014,psg,original
langfuse_export/2026/02.03_gpt5-mpu/exported_valid_code/psg/psg_833bd5cb_gpt5-mpu.py,gpt-5,0.7866955995559692,0.8578389286994934,0.8207283616065979,0.8501507043838501,psg,original
langfuse_export/2026/02.03_gpt5-mpu/exported_valid_code/psg/psg_92f54528_gpt5-mpu.py,gpt-5,0.7866314649581909,0.865507185459137,0.8241864442825317,0.8569148778915405,psg,original
langfuse_export/2026/02.03_gpt5-mpu/exported_valid_code/psg/psg_9816caaf_gpt5-mpu.py,gpt-5,0.7896517515182495,0.8630121946334839,0.8247037529945374,0.8550684452056885,psg,original
langfuse_export/2026/02.03_gpt5-mpu/exported_valid_code/psg/psg_9c1a80e4_gpt5-mpu.py,gpt-5,0.7933840751647949,0.8663991689682007,0.8282856345176697,0.8584984540939331,psg,original
langfuse_export/2026/02.03_gpt5-mpu/exported_valid_code/psg/psg_9fd74b85_gpt5-mpu.py,gpt-5,0.8034417033195496,0.8691858053207397,0.8350217342376709,0.8621312379837036,psg,original
langfuse_export/2026/02.03_gpt5-mpu/exported_valid_code/psg/psg_ae41f990_gpt5-mpu.py,gpt-5,0.7866935133934021,0.8722133636474609,0.8272490501403809,0.8628336787223816,psg,original
langfuse_export/2026/02.03_gpt5-mpu/exported_valid_code/psg/psg_aed67aaf_gpt5-mpu.py,gpt-5,0.783122181892395,0.8652641773223877,0.8221465945243835,0.8562825918197632,psg,original
langfuse_export/2026/02.03_gpt5-mpu/exported_valid_code/psg/psg_c74d1c76_gpt5-mpu.py,gpt-5,0.7965669631958008,0.8735959529876709,0.8333051204681396,0.865229070186615,psg,original
langfuse_export/2026/02.03_gpt5-mpu/exported_valid_code/psg/psg_c9281b37_gpt5-mpu.py,gpt-5,0.7989432215690613,0.8688979148864746,0.8324534893035889,0.8613559007644653,psg,original
langfuse_export/2026/02.03_gpt5-mpu/exported_valid_code/psg/psg_c977579e_gpt5-mpu.py,gpt-5,0.7860563397407532,0.8686609864234924,0.8252967596054077,0.859627366065979,psg,original
langfuse_export/2026/02.03_gpt5-mpu/exported_valid_code/psg/psg_cb55e848_gpt5-mpu.py,gpt-5,0.7825593948364258,0.8692339658737183,0.8236226439476013,0.8597119450569153,psg,original
langfuse_export/2026/02.03_gpt5-mpu/exported_valid_code/psg/psg_d37904d4_gpt5-mpu.py,gpt-5,0.7745699882507324,0.8787845373153687,0.8233928680419922,0.8671178817749023,psg,original
langfuse_export/2026/02.03_gpt5-mpu/exported_valid_code/psg/psg_f41d8291_gpt5-mpu.py,gpt-5,0.7822325825691223,0.870765209197998,0.8241280317306519,0.8610202074050903,psg,original
langfuse_export/2026/02.04_abla-l1-qw32/exported_valid_code/psg/psg_0808fece_abla-l1-qw32.py,qwen32,0.9202327728271484,0.8473886251449585,0.8823097944259644,0.8541499972343445,psg,abla-l1
langfuse_export/2026/02.04_abla-l1-qw32/exported_valid_code/psg/psg_1f13cc6d_abla-l1-qw32.py,qwen32,0.9102930426597596,0.8416177034378052,0.8746094107627869,0.8480153679847717,psg,abla-l1
langfuse_export/2026/02.04_abla-l1-qw32/exported_valid_code/psg/psg_275746f9_abla-l1-qw32.py,qwen32,0.909871518611908,0.8413987755775452,0.8742965459823608,0.8477786779403687,psg,abla-l1
langfuse_export/2026/02.04_abla-l1-qw32/exported_valid_code/psg/psg_305fdf97_abla-l1-qw32.py,qwen32,0.9088424444198608,0.8472684025764465,0.8769758939743042,0.8530479073524475,psg,abla-l1
langfuse_export/2026/02.04_abla-l1-qw32/exported_valid_code/psg/psg_36ea838f_abla-l1-qw32.py,qwen32,0.9000308513641357,0.8269404172897339,0.8619388937950134,0.8337109088897705,psg,abla-l1
langfuse_export/2026/02.04_abla-l1-qw32/exported_valid_code/psg/psg_3ac4fb62_abla-l1-qw32.py,qwen32,0.8975752592086792,0.8424709439277649,0.8691505193710327,0.8476750254631042,psg,abla-l1
langfuse_export/2026/02.04_abla-l1-qw32/exported_valid_code/psg/psg_3e620ac1_abla-l1-qw32.py,qwen32,0.9104493856430054,0.8503991365432739,0.8794003129005432,0.8560454249382019,psg,abla-l1
langfuse_export/2026/02.04_abla-l1-qw32/exported_valid_code/psg/psg_487afb89_abla-l1-qw32.py,qwen32,0.9144442081451416,0.8454160094261169,0.8785763382911682,0.8518462777137756,psg,abla-l1
langfuse_export/2026/02.04_abla-l1-qw32/exported_valid_code/psg/psg_5191c008_abla-l1-qw32.py,qwen32,0.9083932638168336,0.8368538618087769,0.8711572885513306,0.8434967994689941,psg,abla-l1
langfuse_export/2026/02.04_abla-l1-qw32/exported_valid_code/psg/psg_53fef6c9_abla-l1-qw32.py,qwen32,0.913122296333313,0.8431599736213684,0.8767476081848145,0.8496700525283813,psg,abla-l1
langfuse_export/2026/02.04_abla-l1-qw32/exported_valid_code/psg/psg_55185c68_abla-l1-qw32.py,qwen32,0.9025018215179444,0.8534292578697205,0.8772798180580139,0.8580951690673828,psg,abla-l1
langfuse_export/2026/02.04_abla-l1-qw32/exported_valid_code/psg/psg_58e1c9f4_abla-l1-qw32.py,qwen32,0.9207744598388672,0.8595396280288696,0.8891039490699768,0.8652941584587097,psg,abla-l1
langfuse_export/2026/02.04_abla-l1-qw32/exported_valid_code/psg/psg_5f97f27c_abla-l1-qw32.py,qwen32,0.9002232551574707,0.8483902812004089,0.8735384941101074,0.8533034920692444,psg,abla-l1
langfuse_export/2026/02.04_abla-l1-qw32/exported_valid_code/psg/psg_67751551_abla-l1-qw32.py,qwen32,0.9109048843383788,0.8384983539581299,0.8732031583786011,0.8452168703079224,psg,abla-l1
langfuse_export/2026/02.04_abla-l1-qw32/exported_valid_code/psg/psg_7cae8b79_abla-l1-qw32.py,qwen32,0.913252055644989,0.8568114042282104,0.884131908416748,0.8621395230293274,psg,abla-l1
langfuse_export/2026/02.04_abla-l1-qw32/exported_valid_code/psg/psg_7fd116a0_abla-l1-qw32.py,qwen32,0.9030566215515136,0.8309240937232971,0.8654900789260864,0.8376145958900452,psg,abla-l1
langfuse_export/2026/02.04_abla-l1-qw32/exported_valid_code/psg/psg_998cf9b5_abla-l1-qw32.py,qwen32,0.904055118560791,0.8371896743774414,0.8693385720252991,0.843427836894989,psg,abla-l1
langfuse_export/2026/02.04_abla-l1-qw32/exported_valid_code/psg/psg_9b17d199_abla-l1-qw32.py,qwen32,0.9061483144760132,0.8508530855178833,0.8776305913925171,0.8560771346092224,psg,abla-l1
langfuse_export/2026/02.04_abla-l1-qw32/exported_valid_code/psg/psg_a0872453_abla-l1-qw32.py,qwen32,0.9154605269432068,0.8488835692405701,0.8809159398078918,0.8551023006439209,psg,abla-l1
