_source_file,batch_id,completion_cost,completion_tokens,latency,name,parameters,prompt_cost,prompt_tokens,status,total_cost,total_tokens,trace_id,processor,model
none,phi4_ab2p_psg_batch,0,1590,45.47,e138_py_sketch_generator,,0,630,success,0.0,2220,e13882a9,psg,phi4-ab2
none,phi4_ab2p_psg_batch,0,3190,62.2,767d_py_sketch_generator,,0,1260,success,0.0,4450,767d9b9a,psg,phi4-ab2
none,phi4_ab2p_psg_batch,0,3298,63.68,46cc_py_sketch_generator,,0,1260,success,0.0,4558,46cc780c,psg,phi4-ab2
none,phi4_ab2p_psg_batch,0,4090,77.08,087a_py_sketch_generator,,0,1575,failure,0.0,5665,087a568d,psg,phi4-ab2
none,phi4_ab2p_psg_batch,0,3830,74.06,5fc3_py_sketch_generator,,0,1575,failure,0.0,5405,5fc3c282,psg,phi4-ab2
none,phi4_ab2p_psg_batch,0,2332,46.07,476b_py_sketch_generator,,0,945,success,0.0,3277,476be3e3,psg,phi4-ab2
none,phi4_ab2p_psg_batch,0,2515,49.06,790b_py_sketch_generator,,0,945,success,0.0,3460,790b41a6,psg,phi4-ab2
none,phi4_ab2p_psg_batch,0,3288,64.32,9446_py_sketch_generator,,0,1260,success,0.0,4548,94467c65,psg,phi4-ab2
none,phi4_ab2p_psg_batch,0,4051,79.33,1d5c_py_sketch_generator,,0,1575,failure,0.0,5626,1d5c66f9,psg,phi4-ab2
none,phi4_ab2p_psg_batch,0,4332,85.0,c792_py_sketch_generator,,0,1575,failure,0.0,5907,c7926318,psg,phi4-ab2
none,phi4_ab2p_psg_batch,0,3762,74.25,a125_py_sketch_generator,,0,1575,failure,0.0,5337,a12545ac,psg,phi4-ab2
none,phi4_ab2p_psg_batch,0,964,19.02,9c6b_py_sketch_generator,,0,315,success,0.0,1279,9c6b24e1,psg,phi4-ab2
none,phi4_ab2p_psg_batch,0,1723,33.67,dce0_py_sketch_generator,,0,630,success,0.0,2353,dce02b87,psg,phi4-ab2
none,phi4_ab2p_psg_batch,0,1604,31.24,8d92_py_sketch_generator,,0,630,success,0.0,2234,8d92820b,psg,phi4-ab2
none,phi4_ab2p_psg_batch,0,2197,43.02,4ade_py_sketch_generator,,0,945,success,0.0,3142,4adeee9c,psg,phi4-ab2
none,phi4_ab2p_psg_batch,0,3409,66.47,8397_py_sketch_generator,,0,1260,success,0.0,4669,83975642,psg,phi4-ab2
none,phi4_ab2p_psg_batch,0,1513,29.32,3636_py_sketch_generator,,0,630,success,0.0,2143,3636a591,psg,phi4-ab2
none,phi4_ab2p_psg_batch,0,4143,77.83,5b89_py_sketch_generator,,0,1575,failure,0.0,5718,5b892587,psg,phi4-ab2
none,phi4_ab2p_psg_batch,0,1562,30.0,6a3b_py_sketch_generator,,0,630,success,0.0,2192,6a3b9770,psg,phi4-ab2
none,phi4_ab2p_psg_batch,0,3773,71.96,3506_py_sketch_generator,,0,1575,failure,0.0,5348,3506912a,psg,phi4-ab2
none,phi4_ab2p_psg_batch,0,939,18.05,0080_py_sketch_generator,,0,315,success,0.0,1254,0080a16b,psg,phi4-ab2
none,phi4_ab2p_psg_batch,0,816,15.57,665b_py_sketch_generator,,0,315,success,0.0,1131,665bbf7d,psg,phi4-ab2
none,phi4_ab2p_psg_batch,0,754,14.42,a32e_py_sketch_generator,,0,315,success,0.0,1069,a32e41e5,psg,phi4-ab2
none,phi4_ab2p_psg_batch,0,2296,43.91,6a5e_py_sketch_generator,,0,945,success,0.0,3241,6a5ed49e,psg,phi4-ab2
none,phi4_ab2p_psg_batch,0,631,12.05,20c5_py_sketch_generator,,0,315,success,0.0,946,20c595f6,psg,phi4-ab2
none,phi4_ab2p_psg_batch,0,2426,46.29,efab_py_sketch_generator,,0,945,success,0.0,3371,efab8847,psg,phi4-ab2
none,phi4_ab2p_psg_batch,0,4374,83.41,e7b8_py_sketch_generator,,0,1575,failure,0.0,5949,e7b80dc3,psg,phi4-ab2
none,phi4_ab2p_psg_batch,0,3824,72.87,91d9_py_sketch_generator,,0,1575,failure,0.0,5399,91d9d2c6,psg,phi4-ab2
none,phi4_ab2p_psg_batch,0,778,15.15,c231_py_sketch_generator,,0,315,success,0.0,1093,c231b07d,psg,phi4-ab2
none,phi4_ab2p_psg_batch,0,2457,47.81,6a9d_py_sketch_generator,,0,945,success,0.0,3402,6a9dc3fd,psg,phi4-ab2
none,phi4_ab2p_sg_batch,0,5149,104.6,5db1_sketch_generator,,0,7707,failure,0.0,12856,5db19d02,sg,phi4-ab2
none,phi4_ab2p_sg_batch,0,5129,103.77,0507_sketch_generator,,0,7462,failure,0.0,12591,050771ba,sg,phi4-ab2
