trace_id,batch_id,status,latency,total_tokens,prompt_tokens,completion_tokens,parameters,processor,model,run_name,parameters.1,test_date,category
7a96e43e,qwen2.5-coder:14b_3193_psg,failure,40.39,12012,9810,2202,T,psg,qwen14,7a96_pysg,P,8.04,qwen2.5-coder:14b_psg_P
2b4f135e,qwen2.5-coder:14b_3193_psg,success,31.3,9471,7762,1709,T,psg,qwen14,2b4f_pysg,P,8.04,qwen2.5-coder:14b_psg_P
77452be8,qwen2.5-coder:14b_3193_psg,failure,38.28,11891,9810,2081,T,psg,qwen14,7745_pysg,P,8.04,qwen2.5-coder:14b_psg_P
584541fa,qwen2.5-coder:14b_3193_psg,failure,38.27,11890,9810,2080,T,psg,qwen14,5845_pysg,P,8.04,qwen2.5-coder:14b_psg_P
21eec276,qwen2.5-coder:14b_3193_psg,failure,43.19,12192,9810,2382,T,psg,qwen14,21ee_pysg,P,8.04,qwen2.5-coder:14b_psg_P
9a3b1ed7,qwen2.5-coder:14b_3193_psg,failure,43.58,12204,9810,2394,T,psg,qwen14,9a3b_pysg,P,8.04,qwen2.5-coder:14b_psg_P
eebc8faf,qwen2.5-coder:14b_3193_psg,failure,42.3,12139,9810,2329,T,psg,qwen14,eebc_pysg,P,8.04,qwen2.5-coder:14b_psg_P
eb37753f,qwen2.5-coder:14b_3193_psg,failure,43.89,12236,9810,2426,T,psg,qwen14,eb37_pysg,P,8.04,qwen2.5-coder:14b_psg_P
5dded2c5,qwen2.5-coder:14b_3193_psg,failure,43.7,12225,9810,2415,T,psg,qwen14,5dde_pysg,P,8.04,qwen2.5-coder:14b_psg_P
e03d5b0f,qwen2.5-coder:14b_3193_psg,failure,42.01,12121,9810,2311,T,psg,qwen14,e03d_pysg,P,8.04,qwen2.5-coder:14b_psg_P
96e22fe8,qwen2.5-coder:14b_3193_psg,failure,41.9,12115,9810,2305,T,psg,qwen14,96e2_pysg,P,8.04,qwen2.5-coder:14b_psg_P
280b2f12,qwen2.5-coder:14b_3193_psg,failure,43.65,12205,9810,2395,T,psg,qwen14,280b_pysg,P,8.04,qwen2.5-coder:14b_psg_P
453e0048,qwen2.5-coder:14b_3193_psg,failure,46.72,12408,9810,2598,T,psg,qwen14,453e_pysg,P,8.04,qwen2.5-coder:14b_psg_P
7dff43c7,qwen2.5-coder:14b_3193_psg,failure,41.13,12064,9810,2254,T,psg,qwen14,7dff_pysg,P,8.04,qwen2.5-coder:14b_psg_P
20577f43,qwen2.5-coder:14b_3193_psg,failure,44.34,12263,9810,2453,T,psg,qwen14,2057_pysg,P,8.04,qwen2.5-coder:14b_psg_P
eaed904f,qwen2.5-coder:14b_3193_psg,failure,42.13,12126,9810,2316,T,psg,qwen14,eaed_pysg,P,8.04,qwen2.5-coder:14b_psg_P
ab133e25,qwen2.5-coder:14b_3193_psg,failure,37.35,11834,9810,2024,T,psg,qwen14,ab13_pysg,P,8.04,qwen2.5-coder:14b_psg_P
ed02b0bc,qwen2.5-coder:14b_3193_psg,failure,41.05,12051,9810,2241,T,psg,qwen14,ed02_pysg,P,8.04,qwen2.5-coder:14b_psg_P
2e745cf7,qwen2.5-coder:14b_3193_psg,failure,38.27,11891,9810,2081,T,psg,qwen14,2e74_pysg,P,8.04,qwen2.5-coder:14b_psg_P
d12962b2,qwen2.5-coder:14b_3193_psg,failure,40.73,12041,9810,2231,T,psg,qwen14,d129_pysg,P,8.04,qwen2.5-coder:14b_psg_P
4504e284,qwen2.5-coder:14b_3193_psg,failure,41.08,12063,9810,2253,T,psg,qwen14,4504_pysg,P,8.04,qwen2.5-coder:14b_psg_P
